uid,area,gerente,fecha,banda,calificacion,salario,seguro,vales
L08018,Assembly,Idell Ding  ,41170,Banda 18,3,34898,3140.82,2093.88
A-7686,Assembly,Elayne Gauger  ,42056,Banda 15,3,10862,651.72,868.96
L07665,Hardware,Jayme Tolleson  ,40822,Banda 15,3,15092,1056.44,905.52
A07343,Assembly,Charisse Weist  ,41237,Banda 16,3,18852,1885.2,1508.16
R07349,Administration,Kelley Bonenfant  ,41335,Banda 20,3,113487,5674.35,9078.96
R07570,Software,Trudy Gaulding  ,42603,Banda 15,3,14938,896.28,1344.42
R-8111,Business Services,Sha Desimone  ,42310,Banda 16,3,19583,1174.98,1566.64
A-7464,Assembly,Herlinda Thorp  ,41173,Banda 15,2,12109.5,1089.855,968.76
R-7357,Assembly,Nelia Sellner  ,41831,Banda 15,3,10511,840.88,735.77
A08485,Hardware,Candelaria Loya  ,42338,Banda 15,4,9879.1,790.328,1284.283
A-8447,Software,Daysi Armas  ,43037,Banda 16,2,20295,1420.65,2638.35
A08352,Assembly,Kandace Navin  ,40576,Banda 15,2,13842.9,969.003,1245.861
G-7308,Software,Mary Herb  ,41321,Banda 20,1,43977.75,3518.22,2198.8875
A-7791,Software,Margarete Sauer  ,41489,Banda 15,5,11497.5,1034.775,114.975
R-7936,Software,Aisha Fermin  ,40507,Banda 15,4,13834.7,691.735,1936.858
G-7945,Hardware,Aisha Fermin  ,42822,Banda 15,3,8193,491.58,409.65
A08161,Hardware,Lynne Gainey  ,41441,Banda 15,4,9263.1,555.786,926.31
R07658,Administration,Coreen Washer  ,41441,Banda 16,4,22698.5,1361.91,453.97
G08476,Assembly,Willian Lahr  ,41637,Banda 15,3,13262,795.72,397.86
G08295,Hardware,Lindsey Eckel  ,41650,Banda 17,4,30624,2143.68,1531.2
A08370,Hardware,Jayme Tolleson  ,42837,Banda 15,3,14029,841.74,1964.06
G-8212,Software,Cristopher Stroble  ,42049,Banda 17,3,27646,2764.6,3317.52
R07993,Hardware,Idell Ding  ,41964,Banda 15,2,9784.8,782.784,880.632
L-8426,Hardware,Nena Custis  ,42569,Banda 15,4,15827.9,1107.953,633.116
G-7594,Assembly,Emmy Trader  ,41027,Banda 15,4,10980.2,878.416,658.812
A07366,Assembly,Tomoko Parente  ,42869,Banda 16,3,17949,1615.41,1256.43
R-7462,Hardware,Hanh Kohut  ,40674,Banda 15,5,10398.75,935.8875,727.9125
A07714,Hardware,Oneida Cosio  ,42341,Banda 15,2,7256.7,653.103,1088.505
G08372,Software,Gaylord Damian  ,42314,Banda 16,1,16586.25,995.175,995.175
A-7568,Assembly,Charisse Weist  ,41574,Banda 15,2,13464.9,942.543,1346.49
L07579,Assembly,Juliet Pass  ,40746,Banda 17,3,32642,1958.52,4243.46
A-7685,Recursos Humanos,Frankie Koester  ,41857,Banda 15,3,13571,678.55,678.55
A-7576,Hardware,Cristopher Stroble  ,42843,Banda 17,2,20515.5,1436.085,2051.55
G-7611,Administration,Gemma Percell  ,40591,Banda 17,3,22374,2013.66,1566.18
G-8242,Software,Nelia Sellner  ,41946,Banda 15,4,10984.6,659.076,768.922
L-7414,Hardware,Willian Lahr  ,41740,Banda 20,3,80531,4831.86,9663.72
L07613,Software,Valeria Boothby  ,40928,Banda 17,3,27644,1658.64,3317.28
L-7661,Software,Mary Herb  ,42221,Banda 17,3,22077,1103.85,1103.85
L-8317,Hardware,Tomoko Parente  ,40986,Banda 15,1,10515.75,1051.575,841.26
L07346,Software,Gaylord Damian  ,42667,Banda 15,2,13209.3,1188.837,1981.395
L08159,Software,Nena Custis  ,41959,Banda 17,2,20925.9,2092.59,837.036
R-8338,Administration,Gemma Percell  ,42764,Banda 17,5,35890,3230.1,2153.4
G-7348,Software,Roosevelt Saleem  ,41018,Banda 16,4,18726.4,1685.376,749.056
A08320,Software,Jeni Buchman  ,42740,Banda 15,2,9122.4,547.344,273.672
A-8263,Hardware,Tyrell Herrmann  ,42442,Banda 20,4,70726.7,5658.136,8487.204
G08364,Recursos Humanos,Edwardo Hardrick  ,41182,Banda 16,3,15255,915.3,152.55
G08349,Hardware,Elton Verrier  ,41265,Banda 16,3,20935,1046.75,1884.15
G07625,Assembly,Charisse Weist  ,41127,Banda 16,4,21052.9,1894.761,2105.29
L07779,Marketing,Adalberto Mcferrin  ,40794,Banda 15,1,7938.75,396.9375,793.875
G-8398,Software,Jayme Tolleson  ,40965,Banda 15,3,15048,752.4,1203.84
L07737,Software,Aisha Fermin  ,40693,Banda 15,1,7344.75,587.58,954.8175
L08123,Software,Audrea Franke  ,42220,Banda 15,4,12250.7,1225.07,1102.563
A07688,Assembly,Tyrell Herrmann  ,41852,Banda 15,2,9174.6,550.476,1376.19
L-7309,Software,Clara Lamas  ,41137,Banda 15,3,8048,482.88,482.88
G-7662,Software,Coreen Washer  ,42124,Banda 17,1,16079.25,1607.925,1447.1325
A08435,Assembly,Veola Frase  ,42996,Banda 16,4,20498.5,1434.895,204.985
L-7904,Hardware,Jayme Tolleson  ,40853,Banda 15,3,14496,869.76,1884.48
G-7738,RESO,Mayme Gorney  ,42100,Banda 17,3,28855,2019.85,2308.4
A-7437,Software,Mary Herb  ,41273,Banda 15,2,9778.5,684.495,391.14
G-7896,Recursos Humanos,Oneida Cosio  ,42346,Banda 19,4,57663.1,4036.417,4036.417
R-8021,Hardware,Mayme Gorney  ,40678,Banda 15,1,7477.5,448.65,672.975
G07851,Assembly,Jeni Buchman  ,40532,Banda 15,5,10157.5,711.025,406.3
A-7935,Software,Candelaria Loya  ,42835,Banda 15,4,11333.3,566.665,1133.33
A08454,Hardware,Roosevelt Saleem  ,41065,Banda 16,5,26257.5,1838.025,3676.05
R-7325,Hardware,Gerente,40986,Banda 18,3,42641,2984.87,2984.87
A07691,Assembly,Elayne Gauger  ,40495,Banda 19,2,51989.4,4679.046,519.894
R-8345,Software,Gaylord Damian  ,42781,Banda 15,1,11552.25,1155.225,346.5675
G07773,Software,Juliet Pass  ,40547,Banda 17,4,33474.1,2343.187,2677.928
R07757,Hardware,Kelley Bonenfant  ,41232,Banda 15,3,12812,1024.96,1537.44
A07996,Hardware,Shonta Stefan  ,41465,Banda 16,2,19134,956.7,1530.72
R-8014,Administration,Mayra Stead  ,40526,Banda 15,4,9259.8,925.98,833.382
G07365,Hardware,Herlinda Thorp  ,42298,Banda 15,3,9433,848.97,943.3
A07584,Software,Aisha Fermin  ,41910,Banda 15,3,12823,769.38,1795.22
A08357,Assembly,Candelaria Loya  ,40612,Banda 15,4,16585.8,829.29,1990.296
L07414,Assembly,Krystyna Summerlin  ,42602,Banda 15,5,18842.5,1507.4,2072.675
R-7691,Software,Mayra Stead  ,41794,Banda 18,2,33528.6,2011.716,2682.288
A08240,Software,Ladawn Karner  ,42861,Banda 15,4,14056.9,702.845,1124.552
G-7936,Recursos Humanos,Veola Frase  ,41033,Banda 20,2,107023.5,7491.645,3210.705
R-7970,Software,Daysi Armas  ,40789,Banda 15,2,8279.1,745.119,413.955
R07655,Assembly,Noble Portis  ,42210,Banda 16,3,22245,1112.25,1779.6
R08049,Administration,Alysia Thaxton  ,41781,Banda 15,4,16702.4,1670.24,2004.288
A08497,Software,Gaylord Damian  ,41835,Banda 17,1,20139,1006.95,1409.73
G08352,Software,Valeria Boothby  ,40978,Banda 17,3,30729,2765.61,3072.9
L08490,Software,Noble Portis  ,42620,Banda 17,2,19448.1,972.405,2139.291
L07815,Software,Sandy Mcgrady  ,42421,Banda 18,2,41864.4,3349.152,1674.576
A07625,Assembly,Charisse Weist  ,41305,Banda 15,3,8677,867.7,433.85
L-7633,Software,Charisse Weist  ,41589,Banda 15,3,14805,1036.35,1184.4
L-7611,Administration,Heide Kardos  ,42646,Banda 15,3,13225,925.75,1587
L08201,Software,Ileen Reynosa  ,42834,Banda 15,4,14711.4,1324.026,441.342
A-7672,Software,Santa Brister  ,42917,Banda 17,2,24872.4,1741.068,1989.792
L08296,Software,Saundra Smiddy  ,41770,Banda 15,3,14072,1266.48,1688.64
A-8317,Assembly,Noble Portis  ,42273,Banda 16,2,20337.3,1626.984,2033.73
R-8500,Hardware,Enrique Kehrer  ,41690,Banda 17,4,26733.3,1871.331,2405.997
A-7316,Software,Ladawn Karner  ,41790,Banda 15,4,10074.9,1007.49,100.749
G-7832,Hardware,Leontine Longacre  ,40655,Banda 15,3,10797,647.82,863.76
G08192,Business Services,Veola Frase  ,41556,Banda 16,2,15516,1086.12,620.64
G-7990,Software,Emmy Trader  ,41278,Banda 15,3,12232,856.24,1223.2
R-8307,Assembly,Clara Lamas  ,42940,Banda 15,4,10785.5,647.13,323.565
R08202,Hardware,Nathalie Boettcher  ,40638,Banda 15,4,15114,1209.12,1813.68
L-8012,Hardware,Shenika Lamont  ,42960,Banda 15,4,11806.3,708.378,1652.882
L07387,Hardware,Lyla Falzone  ,41904,Banda 15,3,14270,1141.6,1855.1
G-8081,Hardware,Janene Wellman  ,40916,Banda 15,2,7816.5,390.825,1094.31
L-7980,Assembly,Wade Landen  ,41830,Banda 15,4,14390.2,1295.118,2014.628
L07658,Software,Edyth Judkins  ,40771,Banda 15,4,15620,1562,624.8
G08037,Marketing,Krystyna Summerlin  ,42933,Banda 19,3,47926,2875.56,2875.56
R07783,Software,Noble Portis  ,42975,Banda 15,2,13633.2,954.324,1635.984
R08438,Recursos Humanos,Jordon Deschamp  ,43013,Banda 16,5,27692.5,1661.55,1384.625
G08320,Administration,Hanh Kohut  ,41439,Banda 15,2,8262.9,743.661,661.032
L07809,Assembly,Ileen Reynosa  ,43038,Banda 15,3,9061,815.49,634.27
G-7415,Assembly,Charisse Weist  ,42318,Banda 16,5,24102.5,1687.175,1928.2
R08141,Software,Johnette Chapple  ,40745,Banda 16,3,21631,2163.1,216.31
G07451,Software,Sterling Huston  ,41375,Banda 18,4,36808.2,3312.738,5521.23
R-7805,Business Services,Quinn Coller  ,41300,Banda 15,4,16203,972.18,2268.42
L-8443,Software,Gabrielle Merriman  ,42526,Banda 15,4,13169.2,921.844,1448.612
R07896,Assembly,Nathalie Boettcher  ,41249,Banda 16,2,12969.9,648.495,1037.592
G-8436,Marketing,Heide Kardos  ,41503,Banda 16,5,24508.75,1225.4375,2450.875
G-7727,Assembly,Valeria Boothby  ,41513,Banda 15,4,12885.4,1030.832,1030.832
L-8012,Software,Jeni Buchman  ,42708,Banda 15,3,15269,1221.52,1526.9
R08155,Hardware,Valeria Boothby  ,42377,Banda 16,2,16182.9,1618.29,1456.461
L08368,Assembly,Jeane Putney  ,42256,Banda 18,2,27954,1956.78,559.08
R07324,Software,Kandace Navin  ,42208,Banda 15,2,10044,602.64,100.44
G08312,Software,Tomoko Vierra  ,41245,Banda 15,4,16142.5,807.125,1775.675
L-7571,Recursos Humanos,Cristopher Stroble  ,40686,Banda 15,3,11305,565.25,791.35
R-8313,Software,Pandora Chang  ,41257,Banda 16,2,16974.9,848.745,1697.49
G-8236,Software,Gemma Percell  ,41393,Banda 16,4,21510.5,1935.945,1290.63
R08452,Software,Davina Farraj  ,42791,Banda 15,5,17517.5,1576.575,350.35
L-8103,Hardware,Graciela Hufford  ,41814,Banda 20,2,102824.1,8225.928,2056.482
L-7999,Software,Alysia Thaxton  ,41356,Banda 17,1,23430,1640.1,1171.5
A-7486,Assembly,Aisha Fermin  ,42387,Banda 15,2,12978.9,778.734,389.367
L07478,Hardware,Candelaria Loya  ,42043,Banda 15,3,8908,445.4,979.88
R-7878,Hardware,Geraldo Marty  ,41058,Banda 15,1,9270,834.3,1297.8
L-7409,Business Services,Nelia Sellner  ,42478,Banda 15,4,9187.2,551.232,1378.08
G-8478,Software,January Heslop  ,40576,Banda 17,4,31165.2,2493.216,1246.608
L-7344,Assembly,Pandora Chang  ,42334,Banda 17,3,26347,2107.76,1580.82
R08222,Assembly,Gaylord Damian  ,41096,Banda 19,4,53788.9,3765.223,1613.667
A08201,Administration,Kandace Navin  ,41437,Banda 16,3,20934,1674.72,209.34
L-8464,Software,Sandy Mcgrady  ,41837,Banda 17,5,30001.25,1500.0625,300.0125
L-8007,Recursos Humanos,Clara Lamas  ,41584,Banda 15,2,13797,1241.73,827.82
A07597,Software,Adalberto Mcferrin  ,41001,Banda 15,3,11619,1161.9,232.38
R-7937,Marketing,Jeni Buchman  ,41548,Banda 15,4,12100,1210,1452
L-7334,Hardware,Sandy Mcgrady  ,41857,Banda 17,2,28784.7,2014.929,575.694
G-8388,Software,Veola Frase  ,42377,Banda 16,3,20800,2080,832
L-8045,Hardware,Clara Lamas  ,42255,Banda 18,3,32225,1611.25,4189.25
L-7657,Recursos Humanos,Jordon Deschamp  ,40836,Banda 16,2,19959.3,1995.93,2594.709
G08218,Software,Sarai Darosa  ,41176,Banda 15,4,9201.5,920.15,736.12
R07402,Administration,Adalberto Mcferrin  ,42417,Banda 19,3,56208,5620.8,7869.12
L07588,Software,Roosevelt Saleem  ,41161,Banda 15,3,10928,983.52,1092.8
L07596,Hardware,Tanner Cambridge  ,42521,Banda 15,4,9650.3,868.527,868.527
R07660,Recursos Humanos,Daysi Armas  ,42193,Banda 15,4,14851.1,742.555,594.044
L07419,Marketing,Ileen Reynosa  ,41681,Banda 15,2,10710.9,535.545,856.872
R07619,Software,January Heslop  ,40647,Banda 15,4,12816.1,1025.288,1153.449
R07399,Software,Enrique Kehrer  ,42110,Banda 17,2,22050,1984.5,661.5
G07741,Software,Sterling Huston  ,40937,Banda 15,3,13759,1238.31,412.77
G-8102,Assembly,Jeni Buchman  ,41955,Banda 15,1,9014.25,450.7125,1352.1375
G08424,Recursos Humanos,January Heslop  ,42698,Banda 15,2,13289.4,664.47,265.788
R07900,Software,Sandy Faison  ,42202,Banda 15,2,9266.4,648.648,833.976
L07792,Hardware,Audrie Ehlert  ,41164,Banda 17,4,29824.3,2982.43,2385.944
G-7990,Assembly,Anastacia Delacruz  ,42734,Banda 17,4,27298.7,1910.909,1091.948
L07945,Assembly,Sha Desimone  ,41087,Banda 15,3,8992,809.28,899.2
G-7616,Assembly,Lindsey Eckel  ,42588,Banda 16,3,22902,1832.16,3206.28
G08134,Software,Tomoko Vierra  ,42622,Banda 17,3,24811,1984.88,2977.32
L-7701,Software,Margurite Everton  ,42303,Banda 16,2,13889.7,694.485,277.794
A07923,Assembly,Valeria Boothby  ,42137,Banda 15,3,13368,935.76,802.08
A-7319,Assembly,Lindsey Eckel  ,42360,Banda 17,5,37341.25,3360.7125,1867.0625
G-7888,Hardware,Adelia Monty  ,41770,Banda 18,3,44924,2246.2,4941.64
G-8431,Software,Sandy Faison  ,42730,Banda 17,3,24347,2434.7,1460.82
R07845,Assembly,Kelley Bonenfant  ,41709,Banda 17,1,19467,1752.03,2336.04
G-7439,Assembly,Herlinda Thorp  ,42646,Banda 15,4,14589.3,875.358,1167.144
L08418,Software,Mary Herb  ,41397,Banda 15,2,10102.5,909.225,1414.35
G08449,Software,Margarete Sauer  ,43005,Banda 16,1,14414.25,864.855,2017.995
A07387,Assembly,Tanner Cambridge  ,41139,Banda 15,4,12409.1,1240.91,124.091
G08353,Software,Nena Custis  ,41513,Banda 15,2,7738.2,541.674,696.438
L08031,Business Services,Colene Apicella  ,40808,Banda 15,3,12838,898.66,1155.42
L-7468,Assembly,Erich Gattis  ,40872,Banda 17,3,29082,2326.56,1744.92
L-8440,Software,Ileen Reynosa  ,41587,Banda 15,3,11677,583.85,1634.78
A08083,Software,Krystyna Summerlin  ,41623,Banda 15,1,7935,476.1,476.1
A-8002,Software,Margareta Schwing  ,42198,Banda 16,3,21899,2189.9,1313.94
L08327,Assembly,Tanner Cambridge  ,42749,Banda 18,3,39495,2369.7,2764.65
L-8200,Assembly,Aretha Newbern  ,42211,Banda 15,3,13888,694.4,2083.2
R08105,Recursos Humanos,Valeria Boothby  ,41219,Banda 19,3,54093,2704.65,1622.79
G-7707,Hardware,Gaylord Damian  ,41452,Banda 17,3,30673,2147.11,3680.76
A08176,Hardware,Coreen Washer  ,41593,Banda 15,4,10535.8,737.506,842.864
L08159,Assembly,Davina Farraj  ,41569,Banda 15,3,11362,1022.58,1363.44
L08097,Software,Margurite Everton  ,42623,Banda 18,3,30271,2118.97,3027.1
L08426,Assembly,Roosevelt Saleem  ,42711,Banda 15,2,9836.1,885.249,196.722
G-7550,Administration,Trudy Gaulding  ,40565,Banda 15,4,13773.1,964.117,1790.503
R-8005,Software,Justa Boer  ,42044,Banda 15,3,12676,633.8,126.76
L-8199,Hardware,Anastacia Delacruz  ,41141,Banda 15,4,10795.4,647.724,1079.54
L08494,Marketing,Daysi Armas  ,41771,Banda 15,3,15081,1508.1,754.05
R-7533,RESO,Gemma Percell  ,41355,Banda 15,3,11349,794.43,1361.88
L08451,Marketing,Clara Lamas  ,41041,Banda 18,4,47257.1,2835.426,2835.426
R-7902,Software,Santa Brister  ,41343,Banda 16,3,22192,1109.6,665.76
A08238,Assembly,Jeni Buchman  ,41624,Banda 16,3,20310,2031,2640.3
A08483,Hardware,Adelia Monty  ,40805,Banda 15,3,10797,539.85,1403.61
R07821,RESO,Gerente,42741,Banda 16,2,14652,732.6,879.12
G07680,Assembly,Hanh Kohut  ,41182,Banda 15,4,16212.9,1297.032,972.774
G07353,Hardware,Shonta Stefan  ,42522,Banda 20,3,69553,3477.65,6259.77
A08224,Hardware,Cristopher Stroble  ,42778,Banda 18,4,43629.3,3926.637,5235.516
A-7326,Software,Geraldo Marty  ,40862,Banda 15,3,13781,1240.29,964.67
G07688,Marketing,Sarai Darosa  ,41786,Banda 19,3,47476,2373.8,7121.4
A-8469,Assembly,Margurite Everton  ,42858,Banda 15,3,8313,581.91,914.43
G-8457,Hardware,Herlinda Thorp  ,40582,Banda 15,2,12956.4,1036.512,906.948
A-8219,Business Services,Elayne Gauger  ,42374,Banda 15,5,17272.5,1381.8,1209.075
R-8056,Software,Frankie Koester  ,41441,Banda 17,5,32126.25,2570.1,321.2625
L08418,Assembly,January Heslop  ,41565,Banda 17,4,32067.2,2244.704,2244.704
G07719,Software,Earnest Anderton  ,42089,Banda 16,3,19921,1195.26,2788.94
G07642,Software,Sandy Mcgrady  ,40682,Banda 16,3,22133,1770.64,2655.96
A08031,Assembly,Herlinda Thorp  ,41680,Banda 15,3,12596,881.72,755.76
A-7563,Recursos Humanos,Veola Frase  ,42729,Banda 16,2,15630.3,1250.424,1875.636
R08310,Software,Krystyna Summerlin  ,42864,Banda 16,4,23127.5,2312.75,2312.75
L07997,Administration,Audrea Franke  ,41225,Banda 15,5,11711.25,702.675,1639.575
R08492,Software,Tomoko Vierra  ,41090,Banda 18,3,46065,3224.55,460.65
L-7642,Assembly,Henry Maberry  ,42189,Banda 15,2,13413.6,804.816,1609.632
L08227,Hardware,Lynne Gainey  ,42878,Banda 17,4,27082,1354.1,812.46
A-7587,Marketing,Mayra Stead  ,41745,Banda 15,3,9665,869.85,676.55
G08476,Assembly,Lynne Gainey  ,42848,Banda 15,2,9810.9,784.872,1471.635
A-8227,Assembly,Valeria Boothby  ,42640,Banda 15,3,8585,515.1,1201.9
R08124,Assembly,Earnest Anderton  ,41194,Banda 15,4,11466.4,573.32,917.312
G07970,Hardware,Hanh Kohut  ,40600,Banda 15,3,8609,688.72,258.27
A-7375,Assembly,Mayra Stead  ,42207,Banda 16,2,16548.3,1323.864,1158.381
R07609,Assembly,Justa Boer  ,40926,Banda 15,5,11802.5,1062.225,944.2
L-8225,Software,Susanna Vosburgh  ,42741,Banda 16,2,14749.2,737.46,884.952
A-7863,Software,Gabrielle Merriman  ,41603,Banda 16,3,17771,1243.97,710.84
G07395,Hardware,Gaylord Damian  ,42048,Banda 20,4,76007.8,6080.624,760.078
A08355,Assembly,Wade Landen  ,41564,Banda 16,2,15554.7,1088.829,466.641
A-8286,Hardware,Pandora Chang  ,41843,Banda 17,3,32395,1943.7,323.95
A-7359,Hardware,Erich Gattis  ,42382,Banda 17,3,22797,2051.73,911.88
L-7368,Hardware,Aisha Fermin  ,41993,Banda 16,4,16042.4,1443.816,320.848
L07487,Assembly,Sarai Darosa  ,42252,Banda 15,2,10458,627.48,1359.54
G07719,Marketing,Henry Maberry  ,40524,Banda 15,2,12945.6,1165.104,647.28
A-7527,Hardware,Della Muniz  ,40729,Banda 17,4,26645.3,1332.265,3730.342
A-7413,Assembly,Elma Matheney  ,42468,Banda 18,3,40941,2047.05,2456.46
A-7964,Business Services,Janene Wellman  ,40949,Banda 15,2,12340.8,987.264,863.856
A-7989,Software,Jeni Buchman  ,42740,Banda 20,3,97707,8793.63,1954.14
R-8182,Software,Tanner Cambridge  ,42723,Banda 15,4,12095.6,604.78,120.956
L-8268,Assembly,Adalberto Mcferrin  ,41507,Banda 15,4,14854.4,1188.352,1188.352
G07330,Hardware,Edyth Judkins  ,41423,Banda 17,4,23477.3,1878.184,1878.184
R-8433,Hardware,Gabrielle Merriman  ,41834,Banda 16,3,21259,1488.13,2763.67
L-7373,Recursos Humanos,Candelaria Loya  ,40809,Banda 17,4,30140,3014,1507
R07565,Software,Lean Hersom  ,40840,Banda 16,4,22455.4,2020.986,1347.324
A-7785,Assembly,Janene Wellman  ,40716,Banda 15,3,13930,696.5,696.5
A08264,Software,Gemma Percell  ,41816,Banda 16,4,21887.8,2188.78,437.756
A07479,Hardware,Heide Kardos  ,42693,Banda 19,2,50719.5,4564.755,5579.145
A-7720,Assembly,Tomoko Vierra  ,41080,Banda 16,4,22850.3,1828.024,2742.036
R07917,Software,Gerente,42000,Banda 15,3,11434,800.38,457.36
R-7427,Hardware,Kimi Witter  ,40702,Banda 15,3,10701,963.09,214.02
G-7885,Assembly,Trudy Gaulding  ,41894,Banda 15,3,13051,1305.1,1305.1
A07882,Hardware,Edwardo Hardrick  ,41656,Banda 15,2,8843.4,795.906,530.604
L07401,Software,Henry Maberry  ,41546,Banda 17,2,25307.1,2530.71,3289.923
L07334,Hardware,Kandace Navin  ,41469,Banda 16,1,15900.75,795.0375,2385.1125
A07698,Software,Herlinda Thorp  ,41648,Banda 17,2,25391.7,2285.253,1777.419
L07323,Software,Gemma Percell  ,42376,Banda 17,2,25270.2,2274.318,1263.51
G-7594,Assembly,Wade Landen  ,42039,Banda 16,3,18704,1309.28,561.12
G-7885,Administration,Edwardo Hardrick  ,41529,Banda 16,4,17503.2,1400.256,1050.192
A-8123,Assembly,Roosevelt Saleem  ,41640,Banda 15,3,10237,921.33,1126.07
G-7977,RESO,Enrique Kehrer  ,42402,Banda 15,3,14839,1187.12,296.78
L07845,Marketing,Mayme Gorney  ,42863,Banda 17,2,19692,1575.36,196.92
G-8235,Hardware,Anastacia Delacruz  ,40729,Banda 16,2,16273.8,1139.166,1301.904
G07988,Business Services,Elma Matheney  ,41972,Banda 15,3,9651,482.55,482.55
G-7645,Assembly,Sandy Mcgrady  ,42766,Banda 16,4,16481.3,1318.504,494.439
R08080,Hardware,Leontine Longacre  ,41818,Banda 15,3,10746,967.14,967.14
A-7979,Software,Nelia Sellner  ,42971,Banda 17,3,26836,1878.52,536.72
R-8198,Marketing,Nathalie Boettcher  ,41328,Banda 19,3,47997,3839.76,4319.73
R08394,Assembly,Pandora Chang  ,42204,Banda 15,5,17467.5,1397.4,349.35
G-7616,Hardware,Herlinda Thorp  ,40683,Banda 15,3,13150,1052,263
R-7957,Software,Enrique Kehrer  ,40961,Banda 18,2,38274.3,3827.43,4592.916
L08267,Software,Tanner Cambridge  ,40510,Banda 15,2,9949.5,696.465,1492.425
L08494,Hardware,Margareta Schwing  ,41836,Banda 15,2,13327.2,1332.72,1199.448
L-8426,Hardware,Aretha Newbern  ,41228,Banda 17,2,29623.5,2962.35,2073.645
A08470,Assembly,Cristopher Stroble  ,40568,Banda 17,4,32513.8,1950.828,1625.69
R08036,Hardware,Leontine Longacre  ,42114,Banda 16,2,18651.6,1119.096,1865.16
G-7732,Assembly,Audrea Franke  ,42494,Banda 16,3,20509,1435.63,1230.54
G08147,Business Services,Santa Brister  ,41569,Banda 16,2,17345.7,867.285,346.914
L07461,Software,Della Muniz  ,40494,Banda 15,3,11962,837.34,1076.58
L08001,Assembly,Mary Herb  ,40755,Banda 15,3,12624,1136.16,1514.88
G07968,Assembly,Tyrell Herrmann  ,43024,Banda 15,4,15722.3,1415.007,314.446
L08316,Business Services,Susanna Vosburgh  ,42539,Banda 15,1,9922.5,496.125,992.25
A-7822,Software,Lyla Falzone  ,42569,Banda 15,3,9878,987.8,691.46
R-7943,Software,Adalberto Mcferrin  ,41583,Banda 15,4,11231,1123.1,561.55
R07528,Assembly,Gerente,41498,Banda 16,5,26002.5,2080.2,520.05
G07433,Software,Kimberely Houtz  ,40512,Banda 15,3,12565,879.55,502.6
R-7524,Assembly,Edyth Judkins  ,42255,Banda 16,4,16401,820.05,1148.07
A-7688,Hardware,Santa Brister  ,42655,Banda 15,3,12231,978.48,1712.34
R08407,Assembly,Audrie Ehlert  ,42916,Banda 20,4,112634.5,9010.76,9010.76
A-7932,Software,Tyrell Herrmann  ,40783,Banda 15,2,9057.6,634.032,1358.64
R07681,Hardware,Santa Brister  ,41126,Banda 15,4,12982.2,649.11,1298.22
G-8059,Assembly,Audrea Franke  ,41045,Banda 15,3,12547,1129.23,376.41
L-7354,Hardware,Candelaria Loya  ,42649,Banda 16,3,17479,1573.11,2097.48
A-8391,Software,Mayme Gorney  ,41163,Banda 15,3,8062,564.34,322.48
A08118,Hardware,Earnest Anderton  ,42924,Banda 15,3,9035,632.45,180.7
G07396,Administration,Idell Ding  ,42026,Banda 15,3,9228,922.8,553.68
L-7556,Hardware,Laverna Goble  ,41186,Banda 15,4,11569.8,1156.98,115.698
