uid,area,gerente,fecha,banda,calificacion,salario,seguro
L08494,Assembly,Roosevelt Saleem  ,2016-12-07,Banda 15,2,9836.1,885.2489999999999
L08495,Finanzas,Mayme Gorney  ,2011-06-03,Banda 17,2,28611.9,2575.071
L08498,Hardware,Della Muniz  ,2012-12-26,Banda 16,4,24182.4,1692.7679999999998
L08500,Ventas,Nathalie Boettcher  ,2012-03-08,Banda 19,4,53908.8,3234.528
L-7302,Software,Susanna Vosburgh  ,2015-06-16,Banda 15,3,12364.0,1112.76
L-7305,Software,Pandora Chang  ,2016-09-02,Banda 16,3,19149.0,1914.9
L-7307,Hardware,Oneida Cosio  ,2016-02-20,Banda 15,4,14969.9,898.194
L-7308,Assembly,Sandy Mcgrady  ,2017-09-20,Banda 15,4,9772.4,586.344
L-7309,Ventas,Susanna Vosburgh  ,2013-06-23,Banda 17,2,24424.2,1709.694
L-7310,Software,Sterling Huston  ,2014-04-18,Banda 15,2,11178.0,1117.8
L-7313,Administration,Concepcion Sevin  ,2015-01-06,Banda 17,2,26064.0,2606.4
L-7324,Software,Sterling Huston  ,2014-12-24,Banda 16,2,18963.9,1896.39
L-7328,Hardware,Leontine Longacre  ,2011-09-16,Banda 15,4,11270.6,901.648
L-7333,Software,Veola Frase  ,2017-06-10,Banda 17,2,27988.2,2518.938
L-7334,Assembly,Kandace Navin  ,2016-03-22,Banda 16,5,24586.25,1966.9
L-7337,Finanzas,Alysia Thaxton  ,2015-01-13,Banda 15,2,12406.5,1240.65
L-7343,Hardware,Adelia Monty  ,2013-02-09,Banda 20,2,92703.6,9270.36
L-7344,Software,Sha Desimone  ,2011-06-01,Banda 17,4,31519.4,2206.3579999999997
L-7346,Assembly,Leontine Longacre  ,2012-10-05,Banda 15,4,16159.0,1454.31
L-7354,Software,Trudy Gaulding  ,2017-06-19,Banda 15,3,10127.0,708.89
L-7363,Assembly,Jordon Deschamp  ,2015-03-13,Banda 17,3,31696.0,3169.6
L-7365,Hardware,Kandace Navin  ,2015-08-03,Banda 15,3,11301.0,678.06
L-7367,Software,Tyrell Herrmann  ,2011-02-09,Banda 15,3,9523.0,761.84
L-7368,Hardware,Graciela Hufford  ,2016-07-18,Banda 18,5,55318.75,3872.3125
L-7371,Software,Porsche Lockamy  ,2016-01-18,Banda 19,2,57888.9,2894.445
L-7373,Assembly,Kandace Navin  ,2015-02-21,Banda 15,5,10306.25,515.3125
L-7382,Gerencia,Saundra Smiddy  ,2015-11-18,Banda 15,1,7209.75,360.4875
L-7390,Administration,Margareta Schwing  ,2013-10-22,Banda 18,4,46928.2,2346.41
L-7391,Assembly,Roosevelt Saleem  ,2013-03-05,Banda 15,4,10132.1,506.605
L-7395,Assembly,Wade Landen  ,2012-03-29,Banda 16,2,14188.5,851.31
L-7396,Software,Nathalie Boettcher  ,2011-08-11,Banda 15,4,12042.8,722.568
L-7399,Assembly,Mary Herb  ,2011-05-19,Banda 18,4,36381.4,2546.698
L-7404,Assembly,Mayme Gorney  ,2014-09-11,Banda 15,1,9064.5,725.16
L-7406,Software,Tomoko Vierra  ,2016-09-09,Banda 17,3,24811.0,1984.88
L-7408,Ventas,Candelaria Loya  ,2015-09-24,Banda 19,1,45610.5,2280.525
L-7409,Finanzas,Clara Lamas  ,2012-04-20,Banda 15,3,9732.0,973.2
L-7412,Business Services,Sandy Mcgrady  ,2017-09-19,Banda 15,4,16907.0,1352.56
L-7413,Hardware,Tyrell Herrmann  ,2014-05-24,Banda 15,3,9699.0,581.94
L-7414,Marketing,Lourie Ealy  ,2013-09-21,Banda 15,3,14479.0,868.74
L-7415,Software,Janene Wellman  ,2014-09-20,Banda 18,2,41148.0,2880.36
L-7422,Software,Davina Farraj  ,2015-07-23,Banda 17,3,23927.0,1674.89
L-7424,Assembly,Tomoko Vierra  ,2012-06-20,Banda 16,4,22850.3,1828.024
L-7425,Ventas,Porsche Lockamy  ,2011-09-26,Banda 15,2,9431.1,471.555
L-7428,Hardware,Charisse Weist  ,2016-04-27,Banda 15,2,8677.8,867.78
L-7442,Hardware,Gabrielle Merriman  ,2011-06-05,Banda 15,3,8273.0,579.11
L-7448,Software,Krystyna Summerlin  ,2011-05-26,Banda 15,2,7414.2,667.278
L-7450,Assembly,Krystyna Summerlin  ,2015-03-17,Banda 15,5,10170.0,711.9
L-7451,Hardware,Shonta Stefan  ,2016-10-03,Banda 15,1,10027.5,601.65
L-7454,Ventas,Coreen Washer  ,2016-04-25,Banda 15,4,9102.5,910.25
L-7458,Finanzas,Della Muniz  ,2016-02-23,Banda 17,4,24866.6,1740.662
L-7460,Software,Laverna Goble  ,2016-05-30,Banda 15,1,8483.25,678.66
L-7461,Software,Sterling Huston  ,2012-10-28,Banda 15,3,13875.0,1387.5
L-7464,Hardware,Earnest Anderton  ,2013-09-01,Banda 15,4,11658.9,1049.3010000000002
L-7465,Finanzas,Elayne Gauger  ,2013-11-19,Banda 16,3,14695.0,1469.5
L-7466,Software,Sarai Darosa  ,2012-09-24,Banda 15,4,9201.5,920.15
L-7468,Assembly,Sha Desimone  ,2013-09-01,Banda 16,3,22590.0,2259.0
L-7476,Assembly,Emmy Trader  ,2013-04-14,Banda 15,5,14862.5,743.125
L-7478,Recursos Humanos,Jeane Putney  ,2017-03-25,Banda 15,2,9050.4,724.0319999999999
L-7479,Hardware,Kelley Bonenfant  ,2016-12-10,Banda 15,1,10137.75,608.265
L-7484,RESO,Charisse Weist  ,2011-08-12,Banda 17,3,23389.0,1871.12
L-7485,Software,Graciela Hufford  ,2013-07-18,Banda 15,3,11355.0,794.85
L-7490,Software,Mary Herb  ,2013-02-16,Banda 20,1,43977.75,3518.22
L-7493,Finanzas,Mayme Gorney  ,2014-02-14,Banda 15,3,8006.0,400.3
L-7497,Software,Mayra Stead  ,2012-11-20,Banda 17,3,31316.0,1878.96
L-7499,Marketing,Brigida Arzate  ,2012-07-17,Banda 16,3,15447.0,1390.23
L-7501,Ventas,Emmy Trader  ,2017-02-16,Banda 15,5,15673.75,940.425
L-7506,Assembly,Henry Maberry  ,2012-11-02,Banda 20,3,112207.0,10098.63
L-7511,Ventas,Adalberto Mcferrin  ,2012-03-14,Banda 19,2,47412.0,2370.6
L-7514,RESO,Cristopher Stroble  ,2013-12-26,Banda 15,1,10353.75,1035.375
L-7515,Assembly,Della Muniz  ,2017-06-09,Banda 16,3,17565.0,1405.2
L-7519,Hardware,Trudy Gaulding  ,2015-01-04,Banda 15,2,8521.2,511.272
L-7520,Assembly,January Heslop  ,2016-11-22,Banda 15,2,10720.8,643.248
L-7525,Finanzas,Jeane Putney  ,2011-08-28,Banda 15,2,13186.8,923.076
L-7532,Hardware,Gaylord Damian  ,2017-03-06,Banda 15,2,10598.4,1059.84
L-7534,Hardware,Lynne Gainey  ,2013-04-03,Banda 20,2,59487.3,2974.365
L-7536,Software,Nathalie Boettcher  ,2013-12-27,Banda 15,3,8431.0,421.55
L-7540,Hardware,Jeane Putney  ,2014-12-18,Banda 15,3,13678.0,1367.8
L-7542,Administration,Mary Herb  ,2013-02-22,Banda 15,3,9323.0,745.84
L-7544,Marketing,Kristan Botelho  ,2014-03-01,Banda 16,1,11526.0,922.08
L-7545,Marketing,Coreen Washer  ,2013-09-20,Banda 15,3,13409.0,1340.9
L-7546,Software,Jeane Putney  ,2015-06-29,Banda 15,5,18565.0,928.25
L-7549,Software,January Heslop  ,2012-07-27,Banda 15,3,14826.0,889.56
L-7552,Software,Jeni Buchman  ,2012-11-01,Banda 15,4,14416.6,720.83
L-7553,Hardware,Trudy Gaulding  ,2017-05-21,Banda 15,3,10481.0,1048.1
L-7556,Gerencia,Susanna Vosburgh  ,2017-09-13,Banda 17,3,30323.0,1516.15
L-7561,Ventas,Krystyna Summerlin  ,2014-08-04,Banda 16,3,16990.0,1529.1
L-7564,Ventas,Quinn Coller  ,2017-01-12,Banda 16,4,21864.7,1311.882
L-7565,Hardware,Shannan Dingess  ,2011-03-01,Banda 15,4,12834.8,641.74
L-7566,Software,Wade Landen  ,2012-12-14,Banda 17,2,26974.8,1348.74
L-7569,Ventas,Shenika Lamont  ,2016-06-11,Banda 17,3,23902.0,1912.16
L-7571,Assembly,Nena Custis  ,2014-01-03,Banda 17,4,31695.4,3169.54
L-7578,Software,Henry Maberry  ,2012-12-26,Banda 17,4,28310.7,1698.642
L-7579,Ventas,Sterling Huston  ,2015-02-27,Banda 17,4,28783.7,2302.696
L-7581,Marketing,Krystyna Summerlin  ,2011-02-01,Banda 15,2,11973.6,1197.36
L-7582,Assembly,Wade Landen  ,2011-06-27,Banda 16,2,16672.5,1000.35
L-7583,Assembly,Cristopher Stroble  ,2017-06-07,Banda 20,2,79032.6,7112.934
L-7591,Hardware,Elayne Gauger  ,2017-05-16,Banda 15,5,16850.0,842.5
L-7592,Assembly,Elayne Gauger  ,2010-11-13,Banda 19,2,51989.4,4679.045999999999
L-7594,Hardware,Nena Custis  ,2016-06-19,Banda 15,2,10075.5,806.04
L-7604,Hardware,Shonta Stefan  ,2017-07-03,Banda 15,2,10812.6,756.882
L-7607,Finanzas,Kimberely Houtz  ,2013-12-11,Banda 18,5,39960.0,2797.2
L-7610,Recursos Humanos,Elma Matheney  ,2013-03-19,Banda 17,5,35252.5,3172.725
L-7611,Software,Nena Custis  ,2014-11-16,Banda 17,2,20925.9,2092.59
L-7613,Software,Leontine Longacre  ,2013-11-15,Banda 15,3,9453.0,756.24
L-7614,Marketing,Nathalie Boettcher  ,2013-02-23,Banda 19,3,47997.0,3839.76
L-7616,Software,Margurite Everton  ,2015-04-14,Banda 16,3,17826.0,1426.08
L-7617,Administration,Margareta Schwing  ,2014-04-13,Banda 15,3,11242.0,562.1
L-7623,Ventas,Anastacia Delacruz  ,2015-02-20,Banda 15,2,10095.3,605.7180000000001
L-7625,Assembly,Elayne Gauger  ,2011-07-08,Banda 17,2,28060.2,1403.01
L-7627,Ventas,Juliet Pass  ,2015-06-19,Banda 15,4,11526.9,806.883
L-7628,Assembly,Clara Lamas  ,2017-07-24,Banda 15,4,10785.5,647.13
L-7630,Software,Coreen Washer  ,2011-11-15,Banda 15,2,9571.5,574.29
L-7633,Assembly,Earnest Anderton  ,2012-02-03,Banda 17,5,26615.0,2129.2
L-7635,Finanzas,Tanner Cambridge  ,2013-09-09,Banda 16,3,20086.0,2008.6
L-7636,Finanzas,Frankie Koester  ,2015-11-01,Banda 17,3,29562.0,2069.34
L-7640,Software,Mayme Gorney  ,2016-05-04,Banda 15,2,11152.8,892.2239999999999
L-7641,Assembly,Jordon Deschamp  ,2011-02-26,Banda 19,3,51885.0,5188.5
L-7642,Marketing,Daysi Armas  ,2014-05-12,Banda 15,3,15081.0,1508.1
L-7649,Recursos Humanos,Jeni Buchman  ,2012-12-22,Banda 15,2,13275.0,796.5
L-7650,Business Services,Herlinda Thorp  ,2017-03-23,Banda 15,4,16663.9,1166.473
L-7652,Assembly,Willian Lahr  ,2013-12-29,Banda 15,3,13262.0,795.72
L-7655,Hardware,Quinn Coller  ,2013-04-27,Banda 20,3,82305.0,8230.5
L-7657,Software,Saundra Smiddy  ,2014-05-11,Banda 15,3,14072.0,1266.48
L-7658,Software,Sha Desimone  ,2011-04-07,Banda 17,4,29404.1,2940.41
L-7660,Finanzas,Aisha Fermin  ,2011-02-13,Banda 15,5,13233.75,1323.375
L-7661,Hardware,Justa Boer  ,2017-04-24,Banda 15,4,14968.8,1197.504
L-7662,Hardware,Nelia Sellner  ,2017-10-25,Banda 17,4,33104.5,2979.405
L-7667,Ventas,Graciela Hufford  ,2011-04-14,Banda 16,2,14289.3,1286.037
L-7668,Hardware,Quinn Coller  ,2012-07-18,Banda 15,4,15957.7,957.462
L-7669,Administration,Sandy Mcgrady  ,2014-08-31,Banda 18,2,28050.3,1402.515
L-7674,Assembly,Quinn Coller  ,2013-09-25,Banda 15,4,9468.8,757.5039999999999
L-7680,Software,Jayme Tolleson  ,2012-10-31,Banda 16,4,19961.7,998.085
L-7686,Assembly,Shannan Dingess  ,2013-07-13,Banda 15,4,10412.6,728.882
L-7687,Ventas,Margurite Everton  ,2014-11-29,Banda 15,3,12282.0,1228.2
L-7689,Ventas,Janene Wellman  ,2017-02-26,Banda 16,4,23399.2,1403.9520000000002
L-7692,Hardware,Herlinda Thorp  ,2013-09-26,Banda 17,4,31396.2,2197.734
L-7695,Software,January Heslop  ,2012-03-02,Banda 15,2,8163.9,816.39
L-7701,Software,Anastacia Delacruz  ,2011-03-30,Banda 15,4,14009.6,700.48
L-7703,Assembly,Daysi Armas  ,2011-03-13,Banda 15,2,10795.5,971.595
L-7706,Ventas,Davina Farraj  ,2017-04-23,Banda 16,1,13871.25,832.275
L-7709,Business Services,Adelia Monty  ,2014-12-20,Banda 16,3,17160.0,1201.2
L-7710,Software,Nelia Sellner  ,2016-09-28,Banda 17,1,16105.5,966.33
L-7711,Software,Laverna Goble  ,2013-06-28,Banda 16,3,16470.0,1152.9
L-7714,Ventas,Geraldo Marty  ,2016-02-26,Banda 15,2,8820.9,441.045
L-7721,Software,Henry Maberry  ,2014-07-09,Banda 15,3,13334.0,666.7
L-7724,Software,Saundra Smiddy  ,2011-10-11,Banda 15,3,12737.0,636.85
L-7725,Ventas,Herlinda Thorp  ,2011-11-05,Banda 20,3,106327.0,7442.89
L-7730,Assembly,Della Muniz  ,2011-07-02,Banda 16,3,15711.0,1571.1
L-7731,Business Services,Margurite Everton  ,2013-09-11,Banda 15,1,7668.0,690.12
L-7736,Finanzas,Kandace Navin  ,2016-01-22,Banda 18,5,52507.5,2625.375
L-7745,Marketing,Kandace Navin  ,2012-05-06,Banda 15,2,11147.4,557.37
L-7756,Hardware,Della Muniz  ,2015-03-04,Banda 15,2,12080.7,1087.263
L-7764,Marketing,Kristan Botelho  ,2016-07-03,Banda 15,2,12780.9,1022.472
L-7769,Hardware,Edwardo Hardrick  ,2013-06-12,Banda 15,2,8028.0,642.24
L-7777,Assembly,Sandy Faison  ,2012-10-30,Banda 15,2,8256.6,825.66
L-7780,Software,Nathalie Boettcher  ,2011-12-24,Banda 15,4,9147.6,640.332
L-7781,Administration,Tomoko Parente  ,2012-12-28,Banda 17,3,21436.0,1071.8
L-7784,Hardware,Mary Herb  ,2012-05-13,Banda 15,3,10663.0,639.78
L-7785,Ventas,Johnette Chapple  ,2012-03-20,Banda 15,3,10923.0,873.84
L-7790,Business Services,Jeane Putney  ,2011-02-26,Banda 15,3,12540.0,1128.6
L-7793,Hardware,Ladawn Karner  ,2011-04-20,Banda 16,3,14666.0,733.3
L-7795,Hardware,Oneida Cosio  ,2012-03-08,Banda 19,3,57715.0,4040.05
L-7797,Software,Johnette Chapple  ,2015-03-02,Banda 15,3,11037.0,993.33
L-7799,Marketing,Sterling Huston  ,2015-11-20,Banda 15,3,12928.0,1034.24
L-7802,Assembly,Justa Boer  ,2011-04-11,Banda 15,4,15764.1,945.846
L-7810,Software,Johnette Chapple  ,2014-08-21,Banda 15,2,7296.3,729.63
L-7811,Software,Willian Lahr  ,2011-11-07,Banda 20,4,123475.0,6173.75
L-7821,Hardware,Audrie Ehlert  ,2011-03-07,Banda 15,3,10484.0,838.72
L-7824,Assembly,Lourie Ealy  ,2014-12-14,Banda 15,4,15632.1,781.605
L-7828,Assembly,Emmy Trader  ,2012-09-29,Banda 16,4,24476.1,1223.805
L-7829,Software,Quinn Coller  ,2015-01-02,Banda 15,4,13787.4,965.118
L-7830,Software,Gemma Percell  ,2012-01-13,Banda 16,4,17482.3,874.115
L-7839,Assembly,Jayme Tolleson  ,2015-12-27,Banda 15,3,12301.0,1107.09
L-7840,Software,Tanner Cambridge  ,2013-12-15,Banda 19,3,51893.0,5189.3
L-7843,Administration,Edwardo Hardrick  ,2013-09-12,Banda 16,4,17503.2,1400.256
L-7850,Software,Adelia Monty  ,2016-09-19,Banda 15,3,14578.0,728.9
L-7853,Hardware,Tomoko Parente  ,2012-03-18,Banda 15,1,10515.75,1051.575
L-7856,Finanzas,Cristopher Stroble  ,2013-03-31,Banda 15,2,10223.1,920.079
L-7859,Assembly,Concepcion Sevin  ,2017-08-31,Banda 17,4,33057.2,3305.72
L-7860,Assembly,Wade Landen  ,2013-05-31,Banda 16,4,21896.6,1532.7620000000002
L-7861,Software,Laverna Goble  ,2017-05-02,Banda 15,3,14664.0,1026.48
L-7862,Assembly,Enrique Kehrer  ,2012-09-04,Banda 19,3,45347.0,2267.35
L-7863,Ventas,Aretha Newbern  ,2016-07-02,Banda 18,3,42136.0,2949.52
L-7864,Software,Della Muniz  ,2011-03-19,Banda 17,4,35762.1,3576.21
L-7865,Business Services,Tomoko Parente  ,2016-07-25,Banda 15,3,12970.0,648.5
L-7866,Assembly,Gaylord Damian  ,2016-09-01,Banda 15,4,12728.1,1018.248
L-7867,Finanzas,Trudy Gaulding  ,2016-10-18,Banda 17,3,31208.0,1560.4
L-7868,Hardware,Susanna Vosburgh  ,2016-06-20,Banda 17,4,25305.5,1771.385
L-7870,Assembly,Della Muniz  ,2011-10-11,Banda 16,2,14282.1,856.926
L-7886,Administration,Idell Ding  ,2015-01-22,Banda 15,3,9228.0,922.8
L-7893,Hardware,Sha Desimone  ,2014-01-14,Banda 15,3,8830.0,794.7
L-7894,Gerencia,Hanh Kohut  ,2010-12-26,Banda 17,1,21584.25,1726.74
L-7896,Software,Della Muniz  ,2012-11-06,Banda 17,3,29337.0,2346.96
L-7899,Hardware,Lyla Falzone  ,2016-03-06,Banda 16,4,17548.3,1754.83
L-7900,Software,Tyrell Herrmann  ,2016-06-03,Banda 15,1,8027.25,401.3625
L-7903,Hardware,Enrique Kehrer  ,2014-02-20,Banda 17,4,26733.3,1871.3310000000001
L-7904,Ventas,Lindsey Eckel  ,2017-06-04,Banda 15,2,11170.8,893.664
L-7912,Marketing,Veola Frase  ,2014-01-13,Banda 17,3,27548.0,2754.8
L-7915,Assembly,Elton Verrier  ,2017-04-02,Banda 16,5,22807.5,1368.45
L-7916,Software,Sterling Huston  ,2016-06-28,Banda 15,3,8492.0,594.44
L-7919,Software,Kimberely Houtz  ,2013-01-25,Banda 20,4,84466.8,4223.34
L-7923,Assembly,Nelia Sellner  ,2015-03-04,Banda 15,3,14398.0,863.88
L-7932,Assembly,Charisse Weist  ,2015-11-09,Banda 15,2,8916.3,445.815
L-7936,Assembly,Noble Portis  ,2012-12-14,Banda 17,4,26680.5,1334.025
L-7940,Software,Ladawn Karner  ,2015-06-02,Banda 15,5,12995.0,1169.55
L-7941,Ventas,Sha Desimone  ,2013-04-18,Banda 16,4,24720.3,1483.2179999999998
L-7943,Assembly,Graciela Hufford  ,2010-11-14,Banda 16,3,15991.0,1279.28
L-7944,Gerencia,Enrique KeRHer  ,2016-12-03,Banda 15,5,18055.0,1263.85
L-7948,Business Services,Oneida Cosio  ,2013-12-11,Banda 15,4,11464.2,1031.778
L-7950,Finanzas,Jeni Buchman  ,2016-11-10,Banda 16,1,14808.0,1480.8
L-7955,Software,Susanna Vosburgh  ,2017-10-31,Banda 15,2,8325.0,499.5
L-7958,Administration,Herlinda Thorp  ,2015-03-30,Banda 15,3,9731.0,973.1
L-7961,Software,Herlinda Thorp  ,2015-06-25,Banda 15,2,10700.1,1070.01
L-7966,Software,Clara Lamas  ,2010-11-14,Banda 16,3,20915.0,1254.9
L-7967,Assembly,Davina Farraj  ,2016-04-18,Banda 15,2,7884.0,709.56
L-7968,Assembly,Kimberely Houtz  ,2014-03-24,Banda 15,4,11793.1,825.5169999999999
L-7969,Hardware,Juliet Pass  ,2011-03-16,Banda 15,4,10719.5,750.365
L-7971,Hardware,Quinn Coller  ,2014-05-17,Banda 19,2,38759.4,2325.564
L-7972,Software,January Heslop  ,2015-05-21,Banda 15,4,14758.7,737.935
L-7974,Finanzas,Quinn Coller  ,2012-08-18,Banda 15,3,9668.0,676.76
L-7975,Business Services,Santa Brister  ,2013-11-14,Banda 18,3,38392.0,1919.6
L-7977,Assembly,Kelley Bonenfant  ,2015-08-05,Banda 15,3,11957.0,717.42
L-7980,Finanzas,Anastacia Delacruz  ,2014-05-07,Banda 15,5,14192.5,851.55
L-7981,RESO,Marinda Skelley  ,2013-02-26,Banda 15,3,11500.0,1150.0
L-7982,Finanzas,Oneida Cosio  ,2013-03-18,Banda 15,3,8486.0,509.16
L-7983,RESO,Valeria Boothby  ,2014-07-22,Banda 17,3,22643.0,1132.15
L-7989,Software,Johnette Chapple  ,2017-08-25,Banda 17,3,31192.0,3119.2
L-7993,Assembly,Coreen Washer  ,2012-06-30,Banda 19,3,63736.0,5736.24
L-7999,Software,Gerente,2015-11-25,Banda 16,4,22459.8,1347.588
L-8007,Software,Elayne Gauger  ,2012-04-21,Banda 19,3,58548.0,5854.8
L-8009,Software,Veola Frase  ,2016-01-08,Banda 16,3,20800.0,2080.0
L-8012,Software,Margurite Everton  ,2016-04-05,Banda 15,5,18630.0,1863.0
L-8014,Finanzas,Shannan Dingess  ,2010-12-25,Banda 15,2,9814.5,490.725
L-8015,Ventas,Shenika Lamont  ,2017-01-14,Banda 17,3,23477.0,2112.93
L-8018,Hardware,Mayme Gorney  ,2011-01-30,Banda 15,4,10855.9,759.913
L-8019,Gerencia,Earnest Anderton  ,2016-09-06,Banda 15,5,13541.25,947.8875
L-8025,Marketing,Edwardo Hardrick  ,2017-08-08,Banda 15,3,12388.0,743.28
L-8026,Assembly,Tomoko Parente  ,2012-04-02,Banda 15,3,9610.0,864.9
L-8027,Hardware,Lynne Gainey  ,2013-06-16,Banda 15,4,9263.1,555.786
L-8037,Hardware,Audrea Franke  ,2013-12-07,Banda 17,5,33403.75,2672.3
L-8041,Software,Ileen Reynosa  ,2012-04-23,Banda 16,2,16677.9,1334.2320000000002
L-8045,Finanzas,Juliet Pass  ,2012-12-18,Banda 17,3,23498.0,1409.88
L-8051,Software,Sterling Huston  ,2012-03-04,Banda 17,5,34388.75,2751.1
L-8052,Business Services,Roosevelt Saleem  ,2015-05-21,Banda 16,2,19074.6,953.73
L-8053,Marketing,Leontine Longacre  ,2012-06-19,Banda 17,3,23361.0,2102.49
L-8057,Hardware,Graciela Hufford  ,2014-06-24,Banda 20,2,102824.1,8225.928
L-8062,Assembly,Nena Custis  ,2011-05-14,Banda 16,3,18231.0,1093.86
L-8064,Software,Sandy Mcgrady  ,2017-06-19,Banda 15,2,9327.6,466.38
L-8072,Hardware,Leontine Longacre  ,2017-09-11,Banda 20,3,86536.0,6057.52
L-8073,Software,Leontine Longacre  ,2011-02-01,Banda 17,2,26539.2,1857.744
L-8079,Assembly,Sha Desimone  ,2011-09-05,Banda 17,3,25163.0,2013.04
L-8082,Business Services,Lyla Falzone  ,2016-06-26,Banda 15,4,11182.6,559.13
L-8083,Hardware,Jeni Buchman  ,2012-02-21,Banda 19,3,62969.0,3148.45
L-8087,Software,Sandy Faison  ,2012-04-07,Banda 15,4,16545.1,1654.51
L-8092,Assembly,Lynne Gainey  ,2014-04-20,Banda 15,4,15798.2,789.91
L-8094,Hardware,Idell Ding  ,2011-08-07,Banda 15,2,12877.2,1287.72
L-8097,Finanzas,Shannan Dingess  ,2015-10-07,Banda 16,3,15579.0,778.95
L-8098,Software,Margarete Sauer  ,2016-07-26,Banda 15,4,9713.0,777.04
L-8103,Software,Heide Kardos  ,2011-06-09,Banda 15,3,12575.0,1131.75
L-8109,Assembly,Jeane Putney  ,2011-05-29,Banda 17,3,22813.0,2053.17
L-8112,Software,Tomoko Parente  ,2017-01-31,Banda 16,1,11894.25,1189.425
L-8115,Assembly,Jeni Buchman  ,2015-05-31,Banda 15,3,13612.0,1225.08
L-8120,Software,Gabrielle Merriman  ,2015-09-15,Banda 15,4,16881.7,1012.9019999999999
L-8122,Hardware,Ileen Reynosa  ,2016-06-29,Banda 17,2,27502.2,1375.11
L-8123,Hardware,Gabrielle Merriman  ,2012-12-22,Banda 17,3,23858.0,1670.06
L-8124,Ventas,Santa Brister  ,2014-07-24,Banda 15,3,13631.0,1363.1
L-8125,Software,Edyth Judkins  ,2013-04-05,Banda 17,2,27875.7,1951.299
L-8127,Software,Mary Herb  ,2012-05-08,Banda 15,3,12147.0,1093.23
L-8138,RESO,Pandora Chang  ,2015-10-06,Banda 17,2,26274.6,2101.968
L-8140,Software,Trudy Gaulding  ,2017-09-02,Banda 16,4,17067.6,1024.056
L-8141,Assembly,Lean Hersom  ,2014-08-06,Banda 16,3,17479.0,1223.53
L-8142,Software,Gaylord Damian  ,2015-11-06,Banda 16,1,16586.25,995.175
L-8145,Hardware,Tomoko Vierra  ,2014-01-05,Banda 16,2,13865.4,1386.54
L-8147,Software,Tyrell Herrmann  ,2017-10-05,Banda 15,4,10308.1,824.648
L-8148,Ventas,Adalberto Mcferrin  ,2017-01-27,Banda 17,2,20976.3,1048.815
L-8152,Administration,Coreen Washer  ,2013-06-16,Banda 16,4,22698.5,1361.91
L-8160,Ventas,Anastacia Delacruz  ,2014-06-26,Banda 17,4,31871.4,2868.426
L-8161,Business Services,Geraldo Marty  ,2017-09-19,Banda 15,3,11867.0,712.02
L-8170,Software,Marinda Skelley  ,2016-08-24,Banda 16,5,20530.0,2053.0
L-8172,Software,Kimberely Houtz  ,2016-01-08,Banda 15,2,11276.1,563.805
L-8175,Ventas,Santa Brister  ,2013-08-07,Banda 17,4,33436.7,2340.569
L-8188,Software,Alysia Thaxton  ,2011-03-15,Banda 15,2,7866.0,707.94
L-8190,Assembly,Shannan Dingess  ,2012-06-17,Banda 16,3,16036.0,1603.6
L-8194,Administration,Daysi Armas  ,2015-12-18,Banda 15,2,8667.9,780.1110000000001
L-8195,Business Services,Aretha Newbern  ,2017-01-25,Banda 17,2,24010.2,1680.714
L-8198,Marketing,Wade Landen  ,2014-07-13,Banda 15,3,9445.0,944.5
L-8199,Assembly,Krystyna Summerlin  ,2016-04-15,Banda 16,4,15693.7,1098.559
L-8200,Software,Lyla Falzone  ,2013-06-07,Banda 15,2,9699.3,872.937
L-8201,Hardware,Adelia Monty  ,2014-05-11,Banda 18,3,44924.0,2246.2
L-8202,Hardware,Aretha Newbern  ,2015-03-07,Banda 19,3,64266.0,5783.94
L-8207,Finanzas,Porsche Lockamy  ,2013-10-07,Banda 15,3,12546.0,878.22
L-8217,Assembly,Elton Verrier  ,2011-06-07,Banda 16,2,13799.7,965.9789999999999
L-8221,Administration,Gemma Percell  ,2011-02-17,Banda 17,3,22374.0,2013.66
L-8223,Hardware,Wade Landen  ,2012-07-23,Banda 15,4,13642.2,1091.376
L-8224,Gerencia,Jeane Putney  ,2016-11-01,Banda 15,3,14478.0,1303.02
L-8225,Assembly,Clara Lamas  ,2014-12-15,Banda 16,5,26595.0,1329.75
L-8236,Administration,Graciela Hufford  ,2013-10-02,Banda 17,4,25936.9,1556.214
L-8245,Assembly,Anastacia Delacruz  ,2013-05-22,Banda 15,3,15057.0,1204.56
L-8246,Finanzas,Janene Wellman  ,2011-06-13,Banda 17,3,21509.0,1075.45
L-8250,Hardware,Margarete Sauer  ,2012-07-01,Banda 15,1,9936.0,596.16
L-8258,Software,Leontine Longacre  ,2012-08-04,Banda 15,2,10374.3,1037.43
L-8259,Assembly,Gabrielle Merriman  ,2016-02-08,Banda 15,5,19312.5,1931.25
L-8260,Marketing,Nena Custis  ,2011-03-29,Banda 15,3,12080.0,1208.0
L-8264,Software,Shonta Stefan  ,2017-08-23,Banda 16,2,16182.0,1294.56
L-8268,Hardware,Kandace Navin  ,2011-12-09,Banda 16,3,18501.0,1295.07
L-8270,Software,Mayra Stead  ,2013-02-16,Banda 15,4,15011.7,1501.17
L-8277,Assembly,Emmy Trader  ,2016-05-21,Banda 16,3,22278.0,2005.02
L-8280,Software,Elton Verrier  ,2017-10-29,Banda 20,4,76938.4,6155.071999999999
